|appid|game|developer|publisher|positive|negative|average_forever|average_2weeks|median_forever|median_2weeks|ccu|genre|tags
862|47410|Stronghold Kingdoms|FireFly Studios|FireFly Studios|5652|3087|1785|1021|70|1021|535|Free to Play, Massively Multiplayer, Strategy|"{""Strategy"":626,""Free to Play"":482,""Medieval"":305,""Massively Multiplayer"":295,""City Builder"":249,""Multiplayer"":234,""Building"":229,""Real-Time"":226,""War"":222,""RTS"":222,""PvP"":219,""Base-Building"":219,""Sandbox"":217,""Simulation"":213,""Colony Sim"":211,""Grand Strategy"":202,""Idler"":195,""Real Time Tactics"":192,""Wargame"":190,""Isometric"":184}"
863|736220|Post Scriptum|Periscope Games|Offworld Industries|14371|4413|2201|456|789|650|367|Action, Indie, Massively Multiplayer, Simulation, Strategy|"{""World War II"":352,""Simulation"":333,""FPS"":307,""Military"":288,""Multiplayer"":271,""Action"":267,""Massively Multiplayer"":264,""Realistic"":261,""Strategy"":245,""Singleplayer"":239,""War"":219,""First-Person"":189,""Shooter"":175,""Indie"":174,""Historical"":152,""Tactical"":146,""Team-Based"":144,""Violent"":116,""Co-op"":109,""Open World"":103}"
864|681660|Bless Online|NEOWIZ BLESS STUDIO|NEOWIZ|3771|6297|2141|0|472|0|0|Action, Adventure, Free to Play, Massively Multiplayer, RPG|"{""MMORPG"":229,""Massively Multiplayer"":183,""RPG"":168,""Adventure"":155,""Open World"":154,""Free to Play"":139,""Action"":138,""Sexual Content"":78,""PvP"":73,""Character Customization"":62,""Early Access"":58,""PvE"":48,""Fantasy"":45,""Multiplayer"":35,""Violent"":34,""Anime"":26,""Gore"":25,""Crafting"":18,""Nudity"":18,""Singleplayer"":6}"
865|446150|GUNS UP!|Valkyrie Entertainment, LLC|PlayStation PC LLC|4009|1587|713|0|161|0|79|Action, Casual, Free to Play, Strategy|"{""Free to Play"":181,""Strategy"":119,""Multiplayer"":98,""Tower Defense"":95,""Action"":83,""Base-Building"":81,""War"":68,""Casual"":56,""Massively Multiplayer"":44,""Shooter"":37,""RTS"":25,""Early Access"":17,""Singleplayer"":13}"
866|568220|"Lobotomy Corporation | Monster Management Simulation"|ProjectMoon|ProjectMoon|19842|1227|879|0|154|0|910|Indie, Simulation|"{""Management"":440,""Simulation"":333,""Difficult"":325,""Story Rich"":288,""Horror"":272,""Indie"":254,""Psychological Horror"":249,""Great Soundtrack"":245,""Gore"":241,""Strategy"":214,""Singleplayer"":198,""2D"":180,""Cute"":171,""Lovecraftian"":135,""Anime"":130,""Atmospheric"":110,""RTS"":105,""Rogue-like"":95,""Rogue-lite"":89,""Visual Novel"":46}"
867|329050|Devil May Cry 4 Special Edition|CAPCOM Co., Ltd.|CAPCOM Co., Ltd.|10820|1156|720|260|400|440|119|Action|"{""Action"":492,""Hack and Slash"":450,""Character Action Game"":322,""Great Soundtrack"":310,""Singleplayer"":293,""Spectacle fighter"":283,""Third Person"":192,""Stylized"":184,""Difficult"":167,""Classic"":152,""Story Rich"":116,""Anime"":107,""Atmospheric"":96,""Adventure"":95,""Beat 'em up"":86,""Replay Value"":73,""Controller"":66,""Female Protagonist"":62,""Remake"":49,""RPG"":28}"
868|447020|Farming Simulator 17|GIANTS Software|GIANTS Software|19993|1397|11215|0|2305|0|825|Simulation|"{""Farming Sim"":1146,""Simulation"":1118,""Automobile Sim"":721,""Multiplayer"":697,""Agriculture"":614,""Open World"":549,""Realistic"":527,""Economy"":500,""Driving"":487,""Moddable"":452,""Singleplayer"":425,""Management"":353,""First-Person"":321,""Co-op"":272,""Online Co-Op"":263,""Family Friendly"":225,""Third Person"":193,""Sandbox"":188,""Strategy"":165,""Great Soundtrack"":150}"
869|9200|RAGE|id Software|Bethesda Softworks|12353|3685|774|0|401|0|65|Action|"{""FPS"":576,""Post-apocalyptic"":530,""Action"":419,""Open World"":317,""Shooter"":300,""Singleplayer"":218,""First-Person"":203,""Racing"":190,""Co-op"":154,""Sci-fi"":149,""Multiplayer"":149,""Atmospheric"":138,""Gore"":136,""Adventure"":129,""RPG"":122,""Horror"":91,""Survival"":80,""Crafting"":79,""Linear"":69,""Online Co-Op"":66}"
870|673130|AMID EVIL|Indefatigable|New Blood Interactive|4874|225|258|0|297|0|25|Action, Adventure, Indie|"{""FPS"":305,""Retro"":285,""Dark Fantasy"":266,""Action"":251,""Shooter"":245,""Old School"":229,""Magic"":229,""First-Person"":227,""Psychedelic"":225,""Singleplayer"":223,""Surreal"":220,""Arena Shooter"":219,""Great Soundtrack"":215,""Fantasy"":213,""Beautiful"":195,""Atmospheric"":193,""1990's"":189,""Sci-fi"":187,""Colorful"":186,""Soundtrack"":176}"
871|290340|Armello|League of Geeks|League of Geeks|11922|2641|917|0|465|0|122|Adventure, Indie, RPG, Strategy|"{""Board Game"":544,""PvP"":524,""Turn-Based Strategy"":515,""Turn-Based"":514,""Card Game"":513,""Strategy"":494,""RPG"":490,""Dark Fantasy"":482,""3D"":476,""2D"":475,""Atmospheric"":474,""Hand-drawn"":470,""Tabletop"":462,""Multiple Endings"":452,""Fantasy"":353,""Hex Grid"":351,""Lore-Rich"":346,""Adventure"":331,""Tactical RPG"":326,""Grand Strategy"":317}"
872|92800|SpaceChem|Zachtronics|Zachtronics|4348|375|314|0|159|0|21|Indie, Simulation|"{""Puzzle"":583,""Difficult"":350,""Programming"":344,""Indie"":269,""Logic"":232,""Singleplayer"":201,""Automation"":158,""Sci-fi"":146,""Great Soundtrack"":141,""Science"":86,""2D"":52,""Space"":51,""Simulation"":48,""Illuminati"":48,""Casual"":47,""Addictive"":36,""Education"":32,""Strategy"":26,""Touch-Friendly"":23,""Building"":19}"
873|243470|Watch_Dogs|Ubisoft|Ubisoft|24549|8778|1073|574|620|574|113|Action, Adventure|"{""Open World"":4266,""Hacking"":3384,""Action"":3230,""Multiplayer"":1973,""Third Person"":1864,""Adventure"":1514,""Stealth"":1357,""Third-Person Shooter"":1262,""Singleplayer"":1113,""Shooter"":942,""Atmospheric"":941,""Parkour"":808,""Sandbox"":760,""Epic"":397,""Dog"":387,""Driving"":318,""Co-op"":223,""Beautiful"":219,""Strategy"":203,""Futuristic"":182}"
874|42960|Victoria II|Paradox Development Studio|Paradox Interactive|14711|1214|3634|57|561|94|1205|Strategy|"{""Grand Strategy"":524,""Strategy"":426,""Historical"":375,""Political Sim"":324,""Politics"":303,""Economy"":260,""Simulation"":248,""Real-Time with Pause"":216,""Military"":184,""World War I"":165,""Sandbox"":154,""War"":150,""Singleplayer"":145,""RTS"":124,""Multiplayer"":120,""Moddable"":114,""Alternate History"":113,""Management"":112,""Diplomacy"":107,""Great Soundtrack"":74}"
875|1930|Two Worlds Epic Edition|Reality Pump Studios|Topware Interactive|3835|1250|523|0|403|0|30|RPG|"{""RPG"":719,""Open World"":135,""Fantasy"":98,""Third Person"":72,""Singleplayer"":71,""Adventure"":66,""Multiplayer"":66,""Action"":58,""Medieval"":53,""Action RPG"":50,""Story Rich"":36,""Character Customization"":28,""Dark Fantasy"":20,""Magic"":19,""Hack and Slash"":15,""Co-op"":12,""Exploration"":9,""Classic"":7}"
876|666140|My Time At Portia|Pathea Games|Team17|35549|2838|1998|0|866|0|1284|Adventure, Casual, Indie, RPG, Simulation|"{""RPG"":688,""Life Sim"":672,""Open World"":654,""Farming Sim"":644,""Crafting"":622,""Simulation"":607,""Casual"":518,""Adventure"":467,""Singleplayer"":440,""Agriculture"":418,""Building"":399,""Sandbox"":361,""Indie"":350,""Relaxing"":287,""Mining"":280,""Exploration"":243,""Survival"":181,""Cartoony"":154,""Post-apocalyptic"":111,""Female Protagonist"":104}"
877|115320|Prototype 2|Radical Entertainment|Activision|9639|3165|695|0|578|0|79|Action, Adventure|"{""Action"":534,""Open World"":508,""Gore"":369,""Third Person"":290,""Superhero"":288,""Violent"":287,""Adventure"":277,""Singleplayer"":267,""Zombies"":236,""Parkour"":221,""Hack and Slash"":177,""Sandbox"":117,""Sci-fi"":115,""Story Rich"":106,""Multiplayer"":97,""RPG"":97,""Atmospheric"":82,""Stealth"":79,""Horror"":76,""Co-op"":37}"
878|921630|\u97f3\u7075 INVAXION|Nanjing AQUATRAX|bilibili|3409|2778|448|0|537|0|4|Casual, Indie, Racing|"{""Music"":132,""Rhythm"":104,""Casual"":65,""Indie"":59,""Anime"":47,""Racing"":41}"
879|230290|Universe Sandbox|Giant Army|Giant Army|17434|727|447|67|179|113|286|Casual, Indie, Simulation, Early Access|"{""Sandbox"":608,""Space"":583,""Simulation"":556,""Physics"":513,""Science"":452,""Destruction"":365,""Realistic"":313,""God Game"":308,""Education"":298,""Early Access"":255,""Singleplayer"":252,""VR"":204,""Open World"":200,""Indie"":194,""Casual"":172,""Atmospheric"":163,""Sci-fi"":147,""Great Soundtrack"":139,""Exploration"":115,""Adventure"":54}"
880|490220|Prismata|Lunarch Studios|Lunarch Studios|925|193|408|0|439|0|8|Free to Play, Indie, Simulation, Strategy, Early Access|"{""Early Access"":1560,""Strategy"":69,""Indie"":58,""Free to Play"":55,""Card Game"":54,""Card Battler"":53,""Deckbuilding"":52,""Simulation"":38,""Turn-Based"":30,""Sci-fi"":27,""Multiplayer"":25,""Competitive"":25,""Singleplayer"":22,""Puzzle"":20,""Robots"":16,""Turn-Based Tactics"":16,""Turn-Based Strategy"":15,""Chess"":15,""Replay Value"":15,""Touch-Friendly"":15}"
881|331360|Heavy Metal Machines|Hoplon|Hoplon|2942|985|201|0|49|0|0|Action, Casual, Free to Play, Indie, Sports|"{""Free to Play"":346,""Vehicular Combat"":335,""Combat Racing"":334,""MOBA"":334,""Fast-Paced"":323,""e-sports"":318,""Indie"":315,""Post-apocalyptic"":312,""Competitive"":312,""Driving"":306,""Team-Based"":306,""PvP"":305,""Multiplayer"":299,""Great Soundtrack"":295,""Cyberpunk"":291,""3D"":289,""Grand Strategy"":283,""Action"":280,""Strategy"":277,""Fantasy"":274}"
882|376570|WildStar|Carbine Studios|NCSOFT|3689|1289|220|0|83|0|0|Free to Play, Massively Multiplayer, RPG|"{""Free to Play"":335,""Massively Multiplayer"":195,""MMORPG"":186,""Open World"":183,""RPG"":147,""Sci-fi"":138,""PvP"":104,""PvE"":89,""Multiplayer"":87,""Character Customization"":86,""Action"":81,""Funny"":55,""Adventure"":54,""Action-Adventure"":52,""Fantasy"":48,""Building"":43,""Co-op"":41,""Cartoony"":39,""Survival"":29,""FPS"":26}"
883|466910|Worm.is: The Game|Freakinware Studios|Freakinware Studios|3618|870|284|0|88|0|23|Casual, Free to Play|"{""Free to Play"":397,""Multiplayer"":181,""Casual"":166,""Funny"":114,""2D"":105,""Strategy"":97,""Action"":77,""Competitive"":37,""Online Co-Op"":36,""Co-op"":33,""Arcade"":30,""Illuminati"":20,""3D Vision"":18,""Family Friendly"":16,""FPS"":13,""Simulation"":12,""Difficult"":9,""Indie"":8,""First-Person"":7,""Singleplayer"":6}"
884|265550|Dead Rising 3 Apocalypse Edition|Capcom Game Studio Vancouver|Capcom|11557|3895|850|0|497|0|92|Action|"{""Zombies"":947,""Action"":609,""Open World"":605,""Co-op"":460,""Gore"":429,""Survival"":396,""Comedy"":377,""Open World Survival Craft"":356,""Multiplayer"":323,""Third Person"":321,""Funny"":302,""Crafting"":271,""Adventure"":259,""Online Co-Op"":227,""Sandbox"":226,""Horror"":185,""Singleplayer"":171,""Atmospheric"":154,""Survival Horror"":152,""RPG"":143}"
885|1569040|Football Manager 2022|Sports Interactive|SEGA|17616|1438|11240|1900|8517|2756|42774|Simulation, Sports|"{""Sports"":138,""Management"":132,""Soccer"":113,""Simulation"":111,""Real Time Tactics"":80,""Strategy"":75,""Football"":71,""Multiplayer"":67,""e-sports"":61,""Character Customization"":58,""2D"":57,""3D"":54,""Singleplayer"":50,""Text-Based"":17}"
886|48720|Mount & Blade: With Fire & Sword|TaleWorlds Entertainment|TaleWorlds Entertainment|10686|1463|1378|270|264|461|210|Action, RPG|"{""RPG"":300,""Open World"":250,""Medieval"":248,""Action"":223,""Strategy"":196,""Historical"":177,""Multiplayer"":172,""War"":157,""Singleplayer"":138,""Sandbox"":137,""Third Person"":115,""Adventure"":110,""Character Customization"":101,""First-Person"":82,""Horses"":77,""Moddable"":77,""Simulation"":70,""Action RPG"":58,""Based On A Novel"":49,""Indie"":38}"
887|489520|Minion Masters|BetaDwarf|BetaDwarf|53894|5161|2241|237|128|470|1026|Action, Adventure, Free to Play, Indie, RPG, Strategy|"{""Card Battler"":2986,""PvE"":2955,""Free to Play"":2910,""Strategy"":2902,""Auto Battler"":2899,""RPG"":2897,""Multiplayer"":2893,""Card Game"":2892,""Tower Defense"":2864,""Competitive"":2860,""PvP"":2858,""Fantasy"":2839,""Casual"":2839,""Online Co-Op"":2833,""Deckbuilding"":2831,""Singleplayer"":2818,""Tactical"":1556,""3D"":1550,""Family Friendly"":1544,""Trading Card Game"":1544}"
888|590380|Into the Breach|Subset Games|Subset Games|15107|865|868|1|459|1|448|Indie, RPG, Simulation, Strategy|"{""Strategy"":371,""Turn-Based Strategy"":334,""Indie"":291,""Pixel Graphics"":257,""Turn-Based Tactics"":244,""Mechs"":236,""Rogue-like"":190,""Turn-Based"":180,""Puzzle"":170,""Sci-fi"":167,""Rogue-lite"":162,""Singleplayer"":157,""RPG"":145,""Tactical"":142,""Turn-Based Combat"":142,""Isometric"":136,""Simulation"":113,""Replay Value"":108,""Procedural Generation"":98,""Great Soundtrack"":89}"
889|1184370|Pathfinder: Wrath of the Righteous - Enhanced Edition|Owlcat Games|META Publishing, Owlcat Games|18515|3362|4889|1075|4248|1454|6121|Adventure, Indie, RPG, Strategy|"{""Choose Your Own Adventure"":388,""RPG"":383,""CRPG"":373,""Character Customization"":370,""Violent"":370,""Choices Matter"":364,""Class-Based"":364,""Exploration"":360,""Story Rich"":349,""Fantasy"":340,""Romance"":328,""Dungeons & Dragons"":327,""Dark Fantasy"":323,""Gore"":321,""Isometric"":312,""Turn-Based Strategy"":301,""Difficult"":300,""Singleplayer"":268,""Tactical RPG"":257,""Party-Based RPG"":255}"
890|221640|Super Hexagon|Terry Cavanagh|Terry Cavanagh|22625|755|308|0|138|0|21|Action, Indie|"{""Difficult"":1085,""Great Soundtrack"":776,""Indie"":760,""Fast-Paced"":556,""Arcade"":517,""Addictive"":488,""Rhythm"":454,""Singleplayer"":318,""Action"":227,""Minimalist"":224,""Score Attack"":222,""Music"":208,""2D"":194,""Psychedelic"":153,""Colorful"":145,""Casual"":111,""Replay Value"":93,""Controller"":52,""Puzzle"":44,""Soundtrack"":24}"
891|383980|Rivals of Aether|Dan Fornace|Dan Fornace|24493|1205|967|122|368|132|462|Indie|"{""Fighting"":311,""2D Fighter"":274,""Pixel Graphics"":241,""Multiplayer"":241,""Indie"":228,""Local Multiplayer"":202,""Competitive"":169,""Great Soundtrack"":137,""2D"":137,""Platformer"":134,""4 Player Local"":129,""Action"":96,""Games Workshop"":91,""Controller"":82,""Arcade"":76,""Moddable"":60,""Beat 'em up"":60,""Singleplayer"":58,""Retro"":46,""GameMaker"":44}"
892|235340|Prime World|Nival|Nival|2197|1604|10342|0|102|0|16|Action, Free to Play, Massively Multiplayer, RPG|"{""Free to Play"":605,""MOBA"":242,""RPG"":170,""Massively Multiplayer"":168,""Strategy"":160,""Multiplayer"":159,""Action"":154,""Fantasy"":89,""Team-Based"":80,""MMORPG"":73,""Co-op"":67,""Online Co-Op"":59,""PvP"":53,""Competitive"":45,""e-sports"":44,""RTS"":44,""Replay Value"":42,""Character Customization"":42,""Steampunk"":41,""Action RPG"":41}"
893|736190|Chinese Parents|\u58a8\u9c7c\u73a9\u6e38\u620f|\u58a8\u9c7c\u73a9\u6e38\u620f|20723|1836|1053|32|592|32|260|Casual, Indie, RPG, Simulation|"{""Psychological Horror"":396,""Memes"":395,""Life Sim"":395,""Simulation"":364,""Casual"":301,""RPG"":227,""Indie"":200,""Singleplayer"":179,""Anime"":123,""Funny"":104,""Cute"":103,""Dating Sim"":103,""Education"":79,""Strategy"":79,""Puzzle"":78,""Survival Horror"":72,""Dark Humor"":72,""Survival"":68,""Mature"":68,""2D"":64}"
894|1029550|Torque Drift|Grease Monkey Games|Grease Monkey Games|5611|1867|460|82|36|97|228|Racing|"{""Free to Play"":256,""Racing"":229,""Multiplayer"":206,""Asynchronous Multiplayer"":160,""Driving"":160,""Realistic"":141,""Automobile Sim"":135,""Controller"":133,""Sports"":132,""PvP"":129,""e-sports"":128,""Competitive"":119,""Arcade"":113,""3D"":110,""Physics"":105,""Singleplayer"":94,""Open World"":94,""Building"":69,""Addictive"":67,""Early Access"":64}"
895|368070|Sniper Ghost Warrior 3|CI Games|CI Games|10326|5472|720|103|404|103|374|Action|"{""Sniper"":302,""Open World"":226,""Action"":225,""Multiplayer"":225,""FPS"":224,""Stealth"":219,""Shooter"":203,""Singleplayer"":200,""First-Person"":170,""Military"":131,""Co-op"":93,""War"":87,""Violent"":76,""Adventure"":72,""Tactical"":64,""Online Co-Op"":52,""Gore"":43,""Heist"":41,""Nudity"":40,""Strategy"":33}"
896|689580|TurnSignal|Ben Otter|Otter-Co|545|53|9758|0|17166|0|38|Software Training, Utilities|"{""Utilities"":23,""Software Training"":20,""VR"":19,""Free to Play"":6}"
897|32440|LEGO Star Wars - The Complete Saga|Traveller's Tales|LucasArts, Lucasfilm, Disney|18631|633|603|479|169|479|163|Adventure|"{""LEGO"":392,""Local Co-Op"":238,""Adventure"":232,""Co-op"":213,""Family Friendly"":205,""Multiplayer"":188,""Comedy"":183,""Singleplayer"":156,""Action"":150,""Sci-fi"":139,""Funny"":138,""Classic"":132,""Local Multiplayer"":109,""Controller"":97,""Great Soundtrack"":96,""Space"":95,""Psychological Horror"":95,""Puzzle"":73,""Casual"":72,""Open World"":60}"
898|40390|Risen 2: Dark Waters|Piranha Bytes|THQ Nordic|4336|1108|840|0|170|0|120|RPG|"{""RPG"":311,""Pirates"":220,""Open World"":158,""Adventure"":121,""Third Person"":108,""Fantasy"":92,""Singleplayer"":92,""Atmospheric"":80,""Action"":73,""Exploration"":56,""Gothic"":50,""Story Rich"":44,""Dark Fantasy"":44,""Action RPG"":38,""Sandbox"":27,""Great Soundtrack"":25,""Controller"":7}"
899|219890|Antichamber|Alexander Bruce|Demruth|14901|761|264|0|145|0|16|Adventure, Indie|"{""Puzzle"":1131,""First-Person"":698,""Indie"":652,""Surreal"":632,""Exploration"":538,""Singleplayer"":449,""Abstract"":358,""Nonlinear"":316,""Adventure"":266,""Difficult"":151,""Atmospheric"":148,""Minimalist"":147,""Psychedelic"":127,""Psychological"":101,""Colorful"":80,""Great Soundtrack"":74,""Metroidvania"":56,""Replay Value"":44,""Sci-fi"":41,""Platformer"":18}"
900|627270|Injustice 2|NetherRealm Studios, QLOC|WB Games|13302|2145|745|23|333|26|348|Action|"{""Fighting"":198,""Action"":159,""Superhero"":147,""Multiplayer"":101,""Local Multiplayer"":84,""Singleplayer"":78,""2D Fighter"":72,""Comic Book"":66,""Story Rich"":52,""Arcade"":35,""Violent"":21,""Competitive"":20,""Character Customization"":16,""Controller"":13,""Beat 'em up"":9,""Nudity"":6,""Difficult"":6,""Online Co-Op"":5}"
901|640590|The LEGO NINJAGO Movie Video Game|Traveller's Tales, TT Games|Warner Bros. Interactive Entertainment|4638|778|363|0|77|0|89|Action|"{""Action"":157,""LEGO"":73,""Multiplayer"":53,""Co-op"":50,""Ninja"":49,""Open World"":44,""Adventure"":36,""Comedy"":33,""Funny"":33,""Family Friendly"":31,""Local Co-Op"":21,""Singleplayer"":13,""Third Person"":10,""Story Rich"":7,""Anime"":7,""Local Multiplayer"":7}"
902|1134570|F1 2021|Codemasters|Electronic Arts|29385|4990|4285|151|2429|266|1845|Racing, Simulation, Sports|"{""Racing"":201,""Driving"":170,""Sports"":169,""Immersive Sim"":165,""Automobile Sim"":160,""PvP"":159,""Controller"":155,""Split Screen"":148,""e-sports"":145,""Simulation"":145,""3D"":139,""Realistic"":119,""Multiplayer"":116,""Co-op"":110,""Local Multiplayer"":105,""VR"":104,""Cinematic"":100,""Online Co-Op"":78,""Singleplayer"":70,""Arcade"":37}"
903|383150|Dead Island Definitive Edition|Techland|Deep Silver|12834|2904|396|191|240|93|382|Action|"{""Zombies"":426,""Co-op"":280,""Survival"":279,""Open World"":276,""Multiplayer"":273,""Action"":214,""Gore"":176,""Horror"":166,""First-Person"":151,""FPS"":141,""Online Co-Op"":125,""Singleplayer"":105,""Crafting"":104,""RPG"":92,""Survival Horror"":85,""Adventure"":75,""Violent"":68,""Nudity"":68,""Controller"":49,""Female Protagonist"":48}"
904|234710|Poker Night 2|Telltale Games|Telltale Games|5909|879|363|23|295|23|36|Casual, Sports|"{""Card Game"":252,""Casual"":225,""Comedy"":224,""Singleplayer"":164,""Gambling"":142,""Funny"":125,""Strategy"":60,""Sports"":60,""Point & Click"":38,""Atmospheric"":32,""Board Game"":27,""Simulation"":19,""Controller"":16}"
905|107310|Cthulhu Saves the World|Zeboyd Games|Zeboyd Games|3043|261|181|0|192|0|3|Indie, RPG|"{""JRPG"":727,""Lovecraftian"":529,""Comedy"":507,""RPG"":361,""Indie"":264,""Retro"":176,""Turn-Based"":151,""Fantasy"":109,""Funny"":104,""Singleplayer"":103,""Adventure"":61,""Parody "":46,""Pixel Graphics"":46,""2D"":38,""Great Soundtrack"":31,""Dark Humor"":27,""Old School"":25,""Action"":15,""Memes"":7,""Story Rich"":5}"
